filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
5e737f128dbbfd000703a1d2_3_27_cough.wav,0.5224165196916213,0.008601690642535686,2400.7273433004875,2403.151804450621,5449.7953125,0.139140625,-486.74868138065773,91.21638679392187,4.192423752619376,32.96500458367408,-15.359769159066676,27.052251054091304,-6.170368548535033,26.450119900940887,-19.036352174034114,15.613444270884155,-5.5086823324650025,2.3775086053326135,6.950467386357058,-1.4731552902557745,3.6997776792322665,-3.5821842955692915,6.878874588599013,-3.985461370011778,13.388007644483878,-1.3056894802560708,pos_coughs
5e73b572cdc91d00083adc2e_3_27_cough.wav,0.34816319219508235,0.04254096373915672,2372.172967493584,2365.8721503293573,4924.826168424249,0.13735196278710246,-364.2722250609229,56.2567108415737,4.490529794148898,-13.735075150622388,-11.417273392778798,-11.267522950816454,-9.017710928958447,-10.87361711481102,-12.11822242128504,6.39557971819487,1.4521401415622421,-3.9851495468799474,-3.9754736304983456,-2.633785937765764,-8.009343256401337,-6.574132729777859,-4.668342428636124,-2.9720188460776384,-3.1528383591007767,-3.1546702201742503,pos_coughs
5e73e0b9136acf00076f3294_3_27_cough.wav,0.5230262573688531,0.0022676752414554358,2484.659211233974,2587.81426702935,5459.705395383883,0.11489728743654823,-615.0648593910835,87.17403868093777,4.612834774799626,19.087210169261127,6.235609040192544,-2.8443276167328437,-8.25918129767476,-6.340231746402835,-5.483832794290816,-2.213565146851307,-7.907340128703054,-7.462971630778607,-13.542741864855936,-10.122243881411961,-9.19200363835261,-8.111969413221031,-2.9519249113724304,-0.9672425813864474,-5.502023978680419,-2.266704372487274,pos_coughs
5e748ce23fa893000702c84e_3_27_cough.wav,0.27888119340152884,0.00033504460589028895,1719.1424153081236,1438.11462529536,3368.3211416568397,0.07015588148584906,-828.3207798994505,35.50298563332445,-2.6456301580840114,13.243908423687285,6.860166689047338,8.830193700195181,4.249497881648476,6.414261721102383,0.24667286697308427,0.42902345564634037,-2.5829513339849526,-2.07115725115358,-6.0835587247706195,-1.5387210723165605,-3.6438600624732818,-1.9430242504730841,-3.408479986733338,3.3260576717767174,-1.036492113590949,-1.380108255614306,pos_coughs
5e77679f77dc8b00089e043a_3_27_cough.wav,0.3788302052123104,0.04067911580204964,1545.243735826191,1810.1383821331265,3065.0592041015625,0.07796456473214286,-422.53078750708283,97.56536160220332,11.227714810165844,-1.2840988204333879,-7.051770017309958,-17.845337965738644,-14.666863927976399,-10.014248942745018,-12.494203156826549,-13.521295334971944,-13.508730867941978,-10.048553036351125,-14.07357933978934,-9.971774305467525,-7.768722891264282,-9.56750494782816,-10.585834041531562,-7.540214699034791,-6.640030600701166,-5.847833490830905,pos_coughs
5e77c4a84683b100087c8b44_3_27_cough.wav,0.515040760288177,0.049545034766197205,2500.582069460075,2398.417963239156,5157.981630903563,0.17189709417420815,-391.7567580240249,37.712927037870536,-5.015397926950843,-1.7130570233825888,-3.6357639784901425,4.666022114346686,-3.85512935399077,-8.61828534902353,-10.259044445135855,-3.07947054503177,-7.334149012335695,-1.5560026071367086,-3.8046505639575545,-1.2543150291120952,-3.77098629840188,-2.1549032462000413,-3.212263920812645,-3.962584633946675,-2.201554354441884,-1.9865514843572045,pos_coughs
5e78f5611ca30700071b98d9_3_27_cough.wav,0.5747925823314071,0.03377199172973633,2696.893948982078,2689.652451423596,6248.16650390625,0.15690394810267858,-287.0400870311729,91.41666904078883,-4.6078531695797675,-16.73630506099946,-8.102397941999701,-4.953148891808553,-15.501914916999963,10.023051588835509,-15.050745496413866,5.448132774485518,-13.032238280880959,-0.6595408133530299,-10.879977299037805,-0.6257346180373838,-8.188403957355886,-3.2998423515274053,-5.9825045285929574,-6.686753429545796,-4.06263607121817,-4.710546181767394,pos_coughs
5e7d26a27b95420008ba5367_3_27_cough.wav,0.524094799352702,0.01726372539997101,3256.103683185949,2666.898512377154,6376.969854636271,0.2879914830942623,-501.0661591505435,29.64470041766431,-10.307480705838143,0.42326658809320256,-3.222876992347177,-7.028731950710476,-5.687539571546588,-6.51668287765785,-11.678157578487985,-2.6641018115605912,-7.9756880098939265,-5.766630196039791,-4.73088853854283,-3.377221055148086,-5.61075795662539,-2.6830959199757665,-3.440993813037762,0.25495783865507216,-6.4718479777472115,-2.7424851549546085,pos_coughs
5e7df4aae4cb7400085fe2cb_3_27_cough.wav,0.43983012576484265,0.007850376889109612,2345.0290291457945,2408.2648046689305,5277.5657322095785,0.09481678838315218,-484.46645221952264,52.29959146137733,-7.744928698188362,14.231609007805861,16.670841837484705,27.20824759289126,19.54037339078956,12.81514233679569,1.0834609693716153,-2.709720342584879,-3.1811279825057825,4.301541976844938,-3.629089461348504,6.525556658874781,-2.3749411300706313,0.24224341140905528,3.071951132629279,4.96759821511629,0.893115443070639,3.558189129211303,pos_coughs
5e737f128dbbfd000703a1d2_3_30_cough.wav,0.5224165196916213,0.008601690642535686,2400.7273433004875,2403.151804450621,5449.7953125,0.139140625,-486.74868138065773,91.21638679392187,4.192423752619376,32.96500458367408,-15.359769159066676,27.052251054091304,-6.170368548535033,26.450119900940887,-19.036352174034114,15.613444270884155,-5.5086823324650025,2.3775086053326135,6.950467386357058,-1.4731552902557745,3.6997776792322665,-3.5821842955692915,6.878874588599013,-3.985461370011778,13.388007644483878,-1.3056894802560708,pos_coughs
